flight_number,scheduled_departure_date_local,load_factor,special_service_requests,departure_delay_minutes
1677,2025-08-05,0.0060,0,21
1398,2025-08-07,0.0060,0,6
4389,2025-08-14,0.0200,0,109
3700,2025-08-14,0.0132,0,-9
2616,2025-08-15,0.0060,0,65
2430,2025-08-12,0.0060,0,-3
2618,2025-08-04,0.0067,0,-4
1975,2025-08-05,0.0079,0,0
1531,2025-08-11,0.0079,0,23
2329,2025-08-05,0.0067,0,-2
2684,2025-08-10,0.0056,0,3
769,2025-08-10,0.0165,4,92
769,2025-08-10,0.0165,4,92
769,2025-08-10,0.0165,4,92
1975,2025-08-13,0.0067,0,0
5859,2025-08-09,0.0263,0,-9
3468,2025-08-01,0.0132,0,-6
602,2025-08-05,0.0056,0,4
2616,2025-08-15,0.0241,0,65
2616,2025-08-15,0.0241,0,65
1842,2025-08-10,0.0050,0,71
2106,2025-08-11,0.0100,0,-8
1358,2025-08-11,0.0079,0,21
1811,2025-08-11,0.0060,0,-8
1314,2025-08-09,0.0150,0,43
4380,2025-08-11,0.0200,0,106
1492,2025-08-14,0.0060,0,163
5565,2025-08-03,0.0200,0,-1
2104,2025-08-15,0.0056,0,1
1097,2025-08-01,0.0238,0,-8
1842,2025-08-04,0.0050,0,-1
1983,2025-08-14,0.0056,0,15
580,2025-08-13,0.0056,0,-1
2333,2025-08-08,0.0056,0,-2
845,2025-08-08,0.0031,0,114
1905,2025-08-14,0.0067,0,102
592,2025-08-10,0.0079,0,36
4507,2025-08-13,0.0200,0,831
611,2025-08-03,0.0043,0,24
2618,2025-08-04,0.0067,0,-4
2280,2025-08-15,0.0050,0,-6
1421,2025-08-14,0.0100,2,-8
1477,2025-08-03,0.0112,0,-6
1580,2025-08-10,0.0056,0,82
2427,2025-08-03,0.0079,0,9
2616,2025-08-04,0.0060,0,-2
1857,2025-08-02,0.0060,0,36
556,2025-08-01,0.0056,0,110
695,2025-08-12,0.0056,0,201
2302,2025-08-12,0.0067,0,-5
793,2025-08-12,0.0067,0,324
1328,2025-08-12,0.0050,0,-3
2389,2025-08-12,0.0056,0,-3
1328,2025-08-13,0.0050,0,-1
3641,2025-08-07,0.0132,0,-4
1643,2025-08-12,0.0056,0,-4
2343,2025-08-04,0.0056,0,13
5437,2025-08-07,0.0200,0,-5
929,2025-08-08,0.0120,0,43
5859,2025-08-09,0.0132,0,-9
2290,2025-08-15,0.0079,0,54
587,2025-08-13,0.0060,0,17
1775,2025-08-01,0.0056,0,-3
1077,2025-08-11,0.0060,0,-5
1100,2025-08-09,0.0056,0,-4
1933,2025-08-06,0.0060,0,1
1182,2025-08-05,0.0067,0,-5
467,2025-08-11,0.0060,0,-2
3655,2025-08-01,0.0132,0,29
972,2025-08-05,0.0031,0,8
2653,2025-08-02,0.0112,0,-6
5585,2025-08-06,0.0400,0,5
5253,2025-08-14,0.0132,0,672
3568,2025-08-02,0.0132,0,229
5847,2025-08-05,0.0132,0,-1
777,2025-08-11,0.0056,0,-2
5601,2025-08-08,0.0200,0,-6
1677,2025-08-13,0.0060,0,65
4451,2025-08-09,0.0200,0,-10
2347,2025-08-11,0.0238,0,3
4780,2025-08-07,0.0200,0,5
3707,2025-08-04,0.0132,0,6
2059,2025-08-10,0.0056,0,17
2147,2025-08-10,0.0079,0,46
3654,2025-08-14,0.0395,0,-1
3654,2025-08-14,0.0395,0,-1
2440,2025-08-09,0.0056,0,-3
1859,2025-08-14,0.0159,0,66
5289,2025-08-14,0.1000,0,-3
5289,2025-08-14,0.1000,0,-3
5593,2025-08-12,0.0132,0,25
3468,2025-08-07,0.0143,0,-8
1983,2025-08-05,0.0056,0,99
2361,2025-08-04,0.0085,0,-2
1878,2025-08-09,0.0050,0,20
2378,2025-08-11,0.0100,0,69
1842,2025-08-04,0.0050,0,-1
1361,2025-08-01,0.0120,0,9
1361,2025-08-01,0.0120,0,9
793,2025-08-12,0.0067,0,324
276,2025-08-11,0.0050,0,3
1414,2025-08-04,0.0079,0,-4
1859,2025-08-14,0.0079,0,66
1100,2025-08-09,0.0056,2,-4
467,2025-08-08,0.0079,0,9
5737,2025-08-04,0.0263,0,20
2104,2025-08-04,0.0056,0,-1
912,2025-08-01,0.0114,0,35
3700,2025-08-14,0.0132,0,-9
1920,2025-08-13,0.0056,0,7
1620,2025-08-11,0.0050,0,-6
1413,2025-08-14,0.0060,3,78
2343,2025-08-07,0.0056,0,6
2616,2025-08-15,0.0060,0,65
2104,2025-08-07,0.0112,0,36
4599,2025-08-10,0.0200,0,1
2653,2025-08-12,0.0056,0,-3
1269,2025-08-05,0.0060,0,1
2347,2025-08-13,0.0060,0,0
1655,2025-08-08,0.0067,0,6
2483,2025-08-12,0.0056,0,0
929,2025-08-12,0.0060,0,-1
467,2025-08-01,0.0159,0,11
2059,2025-08-01,0.0060,0,28
729,2025-08-15,0.0067,0,-5
4186,2025-08-04,0.0200,0,-11
660,2025-08-01,0.0050,0,-3
791,2025-08-08,0.0050,0,-7
611,2025-08-10,0.0043,0,0
611,2025-08-10,0.0043,0,0
1301,2025-08-11,0.0079,0,6
5383,2025-08-11,0.0200,0,0
1933,2025-08-06,0.0060,0,1
490,2025-08-02,0.0159,0,-7
399,2025-08-05,0.0120,0,62
5269,2025-08-13,0.0200,0,-4
5103,2025-08-13,0.0200,0,718
1044,2025-08-01,0.0043,0,-1
1899,2025-08-09,0.0079,4,3
1848,2025-08-03,0.0079,0,19
2430,2025-08-07,0.0060,0,-1
1778,2025-08-11,0.0060,0,-7
2133,2025-08-10,0.0057,0,-2
3523,2025-08-05,0.0132,0,-7
1239,2025-08-07,0.0067,0,1
359,2025-08-05,0.0067,0,54
2202,2025-08-03,0.0056,0,15
1848,2025-08-03,0.0079,0,19
4504,2025-08-05,0.0200,0,-11
1097,2025-08-13,0.0060,0,-8
1044,2025-08-13,0.0043,0,-3
1069,2025-08-04,0.0079,0,28
1933,2025-08-06,0.0060,0,1
1182,2025-08-05,0.0067,0,-5
2226,2025-08-11,0.0056,0,3
247,2025-08-10,0.0067,0,0
1335,2025-08-14,0.0056,0,26
343,2025-08-06,0.0050,0,-1
5427,2025-08-15,0.0200,0,-6
980,2025-08-03,0.0041,0,141
2005,2025-08-08,0.0067,0,7
4504,2025-08-01,0.0200,0,25
4460,2025-08-03,0.0200,0,-5
2684,2025-08-14,0.0056,0,12
3525,2025-08-07,0.0132,0,0
2649,2025-08-15,0.0057,0,61
2455,2025-08-04,0.0223,0,-3
2691,2025-08-05,0.0056,0,-7
4610,2025-08-06,0.0200,0,-6
1920,2025-08-13,0.0056,0,7
2394,2025-08-14,0.0043,0,13
1677,2025-08-15,0.0060,0,-3
1756,2025-08-08,0.0060,0,63
4391,2025-08-10,0.0200,0,56
5988,2025-08-03,0.0132,0,-4
2182,2025-08-14,0.0067,0,-7
5534,2025-08-12,0.0132,0,49
1933,2025-08-10,0.0056,0,11
2232,2025-08-05,0.0060,0,92
1583,2025-08-04,0.0056,0,-2
4585,2025-08-14,0.0400,0,-11
1531,2025-08-02,0.0067,0,7
1923,2025-08-04,0.0079,0,-4
1178,2025-08-09,0.0060,0,23
758,2025-08-09,0.0056,0,24
3535,2025-08-10,0.0132,0,75
2414,2025-08-07,0.0241,0,0
2414,2025-08-07,0.0241,0,0
4554,2025-08-07,0.0200,0,0
1620,2025-08-11,0.0050,0,-6
4590,2025-08-05,0.0200,0,-7
5868,2025-08-02,0.0132,0,0
224,2025-08-14,0.0120,0,35
224,2025-08-14,0.0120,0,35
6004,2025-08-08,0.0143,0,-1
1983,2025-08-13,0.0056,0,-2
970,2025-08-05,0.0063,0,26
1872,2025-08-12,0.0067,0,5
2417,2025-08-07,0.0056,0,51
2202,2025-08-05,0.0056,0,19
1655,2025-08-14,0.0067,0,299
1857,2025-08-02,0.0060,0,36
1168,2025-08-14,0.0050,0,-3
791,2025-08-03,0.0200,0,5
791,2025-08-03,0.0200,0,5
1941,2025-08-15,0.0079,0,-5
4600,2025-08-03,0.0400,0,-3
1778,2025-08-12,0.0060,0,7
1377,2025-08-07,0.0079,0,52
2865,2025-08-07,0.0060,0,4
1270,2025-08-04,0.0223,0,-4
1270,2025-08-04,0.0223,0,-4
953,2025-08-12,0.0041,0,105
2038,2025-08-05,0.0079,0,-6
445,2025-08-05,0.0056,0,-2
2684,2025-08-14,0.0056,0,12
4549,2025-08-04,0.0400,0,40
3655,2025-08-01,0.0132,0,29
1269,2025-08-05,0.0060,0,1
1815,2025-08-07,0.0067,0,-1
343,2025-08-06,0.0050,0,-1
1044,2025-08-03,0.0085,0,93
2200,2025-08-05,0.0181,0,11
2200,2025-08-05,0.0181,0,11
1857,2025-08-07,0.0060,0,0
2092,2025-08-07,0.0301,1,-7
2092,2025-08-07,0.0301,1,-7
2092,2025-08-07,0.0301,1,-7
5999,2025-08-14,0.0143,0,-5
1069,2025-08-05,0.0079,0,-12
1909,2025-08-03,0.0056,0,6
2232,2025-08-04,0.0056,0,-2
481,2025-08-14,0.0079,0,9
938,2025-08-13,0.0060,0,30
1030,2025-08-07,0.0159,0,11
1421,2025-08-14,0.0100,0,-8
2333,2025-08-09,0.0056,0,162
2865,2025-08-01,0.0120,0,11
1421,2025-08-12,0.0050,0,-3
2653,2025-08-08,0.0056,0,-6
1291,2025-08-10,0.0050,0,1
987,2025-08-03,0.0094,0,21
987,2025-08-03,0.0094,0,21
2148,2025-08-05,0.0067,0,2
5414,2025-08-01,0.0200,0,94
5737,2025-08-10,0.0789,0,98
5737,2025-08-10,0.0789,0,98
3409,2025-08-15,0.0132,0,-1
1974,2025-08-01,0.0397,0,5
1974,2025-08-01,0.0397,0,5
1974,2025-08-01,0.0397,0,5
1495,2025-08-02,0.0056,0,25
5124,2025-08-14,0.0400,0,4
5124,2025-08-14,0.0400,0,4
1848,2025-08-09,0.0060,0,-1
1967,2025-08-03,0.0100,0,-5
2243,2025-08-13,0.0067,0,33
5358,2025-08-03,0.0400,0,-9
5272,2025-08-14,0.0200,0,-4
3520,2025-08-14,0.0132,0,0
3603,2025-08-04,0.0526,0,0
3603,2025-08-04,0.0526,0,0
2106,2025-08-15,0.0050,0,1
1403,2025-08-08,0.0159,0,4
312,2025-08-11,0.0067,0,14
399,2025-08-05,0.0060,0,62
695,2025-08-02,0.0056,0,4
920,2025-08-13,0.0120,0,87
2040,2025-08-09,0.0056,0,8
1776,2025-08-14,0.0060,0,-4
2099,2025-08-08,0.0056,0,1
2226,2025-08-14,0.0056,3,1
4476,2025-08-14,0.0200,0,-2
5122,2025-08-03,0.0200,0,-6
3409,2025-08-11,0.0263,0,3
5833,2025-08-01,0.0132,0,6
1946,2025-08-12,0.0060,0,44
4613,2025-08-10,0.0200,0,-4
1215,2025-08-10,0.0422,0,-5
1215,2025-08-10,0.0422,0,-5
3667,2025-08-02,0.0263,0,4
1209,2025-08-13,0.0056,0,127
2370,2025-08-13,0.0056,0,37
1842,2025-08-10,0.0050,0,71
4554,2025-08-07,0.0200,0,0
2487,2025-08-01,0.0112,0,25
503,2025-08-12,0.0087,0,-3
2251,2025-08-13,0.0079,0,20
729,2025-08-13,0.0067,0,-5
763,2025-08-15,0.0060,0,56
1531,2025-08-05,0.0267,0,12
359,2025-08-05,0.0067,0,54
481,2025-08-09,0.0079,0,101
2225,2025-08-02,0.0181,0,-4
2225,2025-08-02,0.0181,0,-4
2099,2025-08-08,0.0056,0,1
5251,2025-08-01,0.0286,0,23
5984,2025-08-15,0.0132,0,54
1872,2025-08-11,0.0067,0,10
708,2025-08-09,0.0079,4,23
5099,2025-08-09,0.0200,0,-7
758,2025-08-11,0.0056,0,8
2075,2025-08-02,0.0056,0,-4
1069,2025-08-04,0.0079,0,28
2414,2025-08-02,0.0079,0,84
3493,2025-08-02,0.0132,0,26
1842,2025-08-13,0.0050,0,61
2385,2025-08-02,0.0120,0,-5
1808,2025-08-03,0.0120,0,21
4638,2025-08-03,0.0143,0,-1
3551,2025-08-05,0.0132,0,-3
5905,2025-08-13,0.0132,0,0
2455,2025-08-02,0.0056,0,-5
2290,2025-08-15,0.0079,0,54
4645,2025-08-03,0.0400,0,-9
2430,2025-08-15,0.0060,0,-2
2370,2025-08-15,0.0168,0,-5
2370,2025-08-15,0.0168,0,-5
5337,2025-08-04,0.0132,0,18
1044,2025-08-01,0.0043,0,-1
2337,2025-08-02,0.0056,0,33
1273,2025-08-01,0.0128,0,-2
2369,2025-08-07,0.0112,0,-10
1834,2025-08-12,0.0060,0,-8
909,2025-08-06,0.0123,0,119
3468,2025-08-06,0.0395,0,-9
3468,2025-08-06,0.0395,0,-9
1006,2025-08-01,0.0060,0,11
5448,2025-08-04,0.0200,0,2
3604,2025-08-13,0.0132,0,9
3,2025-08-03,0.0060,0,6
767,2025-08-10,0.0050,0,55
972,2025-08-08,0.0031,0,35
763,2025-08-10,0.0060,0,25
2243,2025-08-13,0.0133,0,33
1044,2025-08-02,0.0256,0,61
1044,2025-08-02,0.0256,0,61
411,2025-08-11,0.0079,0,0
1198,2025-08-08,0.0112,0,-7
5843,2025-08-06,0.0132,0,-2
1477,2025-08-05,0.0112,0,82
2177,2025-08-12,0.0200,0,35
4518,2025-08-09,0.0200,0,3
1830,2025-08-12,0.0067,0,23
1324,2025-08-15,0.0050,0,0
2200,2025-08-11,0.0060,0,7
2100,2025-08-13,0.0060,0,-10
5843,2025-08-12,0.0132,0,-8
5234,2025-08-08,0.0200,0,-7
1100,2025-08-07,0.0050,0,20
5717,2025-08-13,0.0143,0,-8
490,2025-08-06,0.0079,0,-10
1616,2025-08-15,0.0079,0,6
953,2025-08-06,0.0082,0,142
2290,2025-08-01,0.0159,0,-4
2144,2025-08-15,0.0060,0,8
592,2025-08-14,0.0079,0,58
2414,2025-08-08,0.0181,0,-4
5262,2025-08-14,0.0200,0,-8
4436,2025-08-07,0.0200,8,-7
556,2025-08-14,0.0112,0,-7
2378,2025-08-11,0.0100,0,69
1156,2025-08-10,0.0056,0,20
1144,2025-08-06,0.0120,4,142
1643,2025-08-11,0.0056,0,-6
561,2025-08-10,0.0060,0,25
2011,2025-08-01,0.0067,0,36
1077,2025-08-03,0.0333,0,-7
1077,2025-08-03,0.0333,0,-7
3598,2025-08-11,0.0132,0,-2
609,2025-08-15,0.0056,0,-4
1851,2025-08-04,0.0079,0,-15
881,2025-08-06,0.0063,0,-9
1872,2025-08-12,0.0067,0,5
2040,2025-08-07,0.0056,0,75
2653,2025-08-08,0.0056,0,-6
1660,2025-08-09,0.0085,0,105
1660,2025-08-09,0.0085,0,105
587,2025-08-06,0.0060,0,0
265,2025-08-11,0.0079,0,20
374,2025-08-01,0.0079,0,95
1657,2025-08-15,0.0120,0,-4
1209,2025-08-01,0.0056,0,26
2278,2025-08-13,0.0050,0,0
1657,2025-08-03,0.0060,0,-1
534,2025-08-07,0.0050,0,7
3614,2025-08-08,0.0395,0,6
1617,2025-08-13,0.0060,0,100
1324,2025-08-02,0.0050,0,7
3,2025-08-03,0.0240,0,6
3,2025-08-03,0.0240,0,6
4476,2025-08-11,0.0200,0,33
247,2025-08-07,0.0067,0,-5
1655,2025-08-01,0.0067,0,-2
1859,2025-08-14,0.0079,0,66
767,2025-08-04,0.0350,0,-2
767,2025-08-04,0.0350,0,-2
293,2025-08-11,0.0060,0,-6
2394,2025-08-14,0.0043,0,13
1710,2025-08-02,0.0060,0,25
4517,2025-08-11,0.0200,0,11
1477,2025-08-03,0.0056,0,-6
1414,2025-08-04,0.0079,0,-4
1477,2025-08-03,0.0168,0,-6
1477,2025-08-03,0.0168,0,-6
1989,2025-08-15,0.0056,0,-6
2200,2025-08-05,0.0120,0,11
5505,2025-08-08,0.0200,0,-2
1643,2025-08-15,0.0056,0,-5
2865,2025-08-03,0.0060,0,-2
4507,2025-08-08,0.0200,0,-3
1801,2025-08-15,0.0043,0,-1
2225,2025-08-08,0.0056,0,-7
2657,2025-08-13,0.0112,0,-3
1082,2025-08-08,0.0067,0,7
1859,2025-08-05,0.0159,0,-2
5726,2025-08-12,0.0200,0,-10
1933,2025-08-05,0.0112,0,-4
2865,2025-08-05,0.0060,0,-3
1178,2025-08-04,0.0079,0,1
2280,2025-08-10,0.0150,0,70
2280,2025-08-10,0.0150,0,70
5425,2025-08-02,0.0200,0,-1
1983,2025-08-14,0.0056,0,15
1655,2025-08-12,0.0067,0,80
3535,2025-08-09,0.0132,0,-6
2232,2025-08-04,0.0056,0,-2
1335,2025-08-11,0.0056,0,-3
1403,2025-08-15,0.0079,0,11
378,2025-08-14,0.0050,0,0
2251,2025-08-14,0.0079,0,9
2483,2025-08-12,0.0056,0,0
1801,2025-08-15,0.0085,0,-1
5963,2025-08-03,0.0143,0,-3
767,2025-08-05,0.0050,0,-1
739,2025-08-08,0.0079,0,46
970,2025-08-12,0.0031,0,218
3409,2025-08-15,0.0132,0,-1
5099,2025-08-09,0.0400,0,-7
1659,2025-08-07,0.0056,0,-2
1776,2025-08-06,0.0060,0,4
503,2025-08-12,0.0043,0,-3
291,2025-08-12,0.0067,0,266
422,2025-08-13,0.0063,0,19
721,2025-08-10,0.0056,0,-3
1198,2025-08-08,0.0112,0,-7
2243,2025-08-13,0.0067,0,33
5810,2025-08-07,0.0200,0,-3
5988,2025-08-03,0.0132,0,-4
1801,2025-08-04,0.0043,0,28
1297,2025-08-12,0.0079,0,31
2104,2025-08-07,0.0056,0,36
1815,2025-08-07,0.0067,0,-1
359,2025-08-11,0.0067,0,-8
2104,2025-08-07,0.0056,0,36
1097,2025-08-11,0.0060,0,3
2862,2025-08-05,0.0056,0,-2
1387,2025-08-14,0.0027,0,-2
1851,2025-08-04,0.0079,0,-15
1851,2025-08-04,0.0079,0,-15
609,2025-08-09,0.0112,2,4
2075,2025-08-13,0.0120,0,8
5446,2025-08-03,0.0132,0,3
1335,2025-08-14,0.0056,0,26
2369,2025-08-06,0.0112,0,-4
2628,2025-08-11,0.0056,0,-1
938,2025-08-09,0.0060,0,-6
970,2025-08-05,0.0063,0,26
1899,2025-08-09,0.0079,0,3
1068,2025-08-15,0.0128,0,106
1068,2025-08-15,0.0128,0,106
1044,2025-08-03,0.0043,0,93
777,2025-08-06,0.0056,0,144
2417,2025-08-03,0.0056,0,0
793,2025-08-03,0.0079,0,98
1030,2025-08-08,0.0079,0,6
777,2025-08-11,0.0056,0,-2
5103,2025-08-11,0.0600,0,87
2677,2025-08-12,0.0057,0,183
1775,2025-08-01,0.0056,2,-3
920,2025-08-09,0.0120,0,3
920,2025-08-09,0.0120,0,3
5352,2025-08-08,0.0200,0,-10
2154,2025-08-12,0.0056,0,45
592,2025-08-14,0.0079,0,58
1531,2025-08-05,0.0067,0,12
1878,2025-08-09,0.0050,0,20
411,2025-08-07,0.0079,0,-2
1304,2025-08-09,0.0056,0,-5
970,2025-08-15,0.0031,0,23
1989,2025-08-05,0.0056,0,-5
2200,2025-08-04,0.0060,0,2
5731,2025-08-15,0.0263,0,16
5731,2025-08-15,0.0263,0,16
1815,2025-08-01,0.0250,0,-10
1815,2025-08-01,0.0250,0,-10
1531,2025-08-05,0.0067,0,12
5557,2025-08-08,0.0395,0,-7
1909,2025-08-15,0.0056,0,1
2092,2025-08-03,0.0060,0,-2
1328,2025-08-12,0.0050,0,-3
4518,2025-08-09,0.0200,0,3
1576,2025-08-05,0.0060,0,15
1857,2025-08-13,0.0060,0,-3
265,2025-08-13,0.0079,0,-4
1144,2025-08-13,0.0060,0,14
972,2025-08-01,0.0031,0,153
929,2025-08-12,0.0060,0,-1
576,2025-08-08,0.0100,0,-2
2071,2025-08-12,0.0112,0,-6
4778,2025-08-12,0.0200,0,111
2653,2025-08-08,0.0056,0,-6
5352,2025-08-08,0.0200,0,-10
1361,2025-08-01,0.0120,0,9
5262,2025-08-03,0.0200,0,-5
912,2025-08-10,0.0114,0,5
534,2025-08-11,0.0050,0,-2
1077,2025-08-03,0.0067,0,-7
343,2025-08-11,0.0200,0,-4
1044,2025-08-13,0.0085,0,-3
1599,2025-08-03,0.0027,0,0
2226,2025-08-05,0.0112,6,0
1842,2025-08-05,0.0050,0,-4
1564,2025-08-12,0.0241,0,168
1564,2025-08-12,0.0241,0,168
2004,2025-08-01,0.0067,0,-6
2661,2025-08-03,0.0060,0,-5
2251,2025-08-12,0.0079,0,6
3542,2025-08-08,0.0132,0,-5
1205,2025-08-01,0.0056,0,-4
1742,2025-08-08,0.0079,0,1
912,2025-08-14,0.0057,0,54
1872,2025-08-04,0.0067,0,7
1139,2025-08-14,0.0317,0,-6
1139,2025-08-14,0.0317,0,-6
1324,2025-08-13,0.0050,0,68
2865,2025-08-07,0.0060,0,4
1156,2025-08-07,0.0056,0,50
3409,2025-08-04,0.0132,0,7
1983,2025-08-14,0.0056,0,15
1599,2025-08-06,0.0137,0,-2
1599,2025-08-06,0.0137,0,-2
1980,2025-08-07,0.0120,0,4
5601,2025-08-02,0.0200,0,-2
503,2025-08-09,0.0043,0,0
1347,2025-08-04,0.0168,0,5
1347,2025-08-04,0.0168,0,5
1030,2025-08-07,0.0238,0,11
1030,2025-08-07,0.0238,0,11
2337,2025-08-13,0.0056,0,-4
5414,2025-08-06,0.0200,0,-1
5290,2025-08-14,0.0143,0,2
1996,2025-08-07,0.0050,0,28
1655,2025-08-12,0.0133,0,80
2455,2025-08-15,0.0056,0,-4
561,2025-08-06,0.0060,0,26
5289,2025-08-01,0.0200,0,-9
1297,2025-08-12,0.0079,0,31
5272,2025-08-15,0.0400,0,120
5358,2025-08-13,0.0200,0,17
1205,2025-08-02,0.0112,0,36
1100,2025-08-07,0.0200,0,20
1100,2025-08-07,0.0200,0,20
2200,2025-08-14,0.0060,0,10
3464,2025-08-06,0.0143,0,23
4590,2025-08-10,0.0200,0,39
1583,2025-08-04,0.0056,0,-2
2211,2025-08-03,0.0060,0,1
2011,2025-08-04,0.0067,0,8
4792,2025-08-15,0.0132,0,9
2483,2025-08-02,0.0056,0,44
2225,2025-08-08,0.0112,6,-7
1178,2025-08-02,0.0120,6,-2
2225,2025-08-08,0.0112,6,-7
1178,2025-08-02,0.0120,6,-2
1328,2025-08-13,0.0050,0,-1
2202,2025-08-03,0.0056,0,15
4519,2025-08-15,0.0200,0,-7
5810,2025-08-08,0.0200,0,1
767,2025-08-12,0.0050,0,52
1832,2025-08-06,0.0079,0,-6
2040,2025-08-09,0.0056,0,8
1657,2025-08-15,0.0060,0,-4
1872,2025-08-12,0.0067,0,5
5557,2025-08-14,0.0526,0,-1
5557,2025-08-14,0.0526,0,-1
5557,2025-08-14,0.0526,0,-1
416,2025-08-14,0.0082,0,65
777,2025-08-06,0.0056,0,144
1815,2025-08-07,0.0067,0,-1
4184,2025-08-14,0.0200,0,-6
708,2025-08-09,0.0159,0,23
2067,2025-08-13,0.0060,0,10
592,2025-08-14,0.0079,0,58
5269,2025-08-11,0.0200,0,3
2440,2025-08-05,0.0056,0,-6
2154,2025-08-11,0.0056,0,340
1946,2025-08-12,0.0120,0,44
1775,2025-08-14,0.0056,0,-3
1946,2025-08-10,0.0060,0,-7
1710,2025-08-12,0.0060,0,113
786,2025-08-06,0.0133,0,-6
1097,2025-08-11,0.0060,0,3
2154,2025-08-11,0.0056,0,340
563,2025-08-03,0.0250,0,-4
1967,2025-08-03,0.0050,0,-5
600,2025-08-02,0.0056,0,-3
5290,2025-08-05,0.0143,0,-4
1859,2025-08-06,0.0238,0,213
1069,2025-08-04,0.0079,0,28
5536,2025-08-14,0.0132,0,-1
411,2025-08-05,0.0079,0,-6
763,2025-08-15,0.0060,0,56
1946,2025-08-10,0.0060,0,-7
777,2025-08-06,0.0112,0,144
4429,2025-08-13,0.0200,0,-8
1996,2025-08-07,0.0100,0,28
1677,2025-08-04,0.0056,0,33
4387,2025-08-09,0.0200,0,-3
3708,2025-08-11,0.0132,0,0
2290,2025-08-01,0.0079,0,-4
265,2025-08-13,0.0079,0,-4
1139,2025-08-05,0.0079,0,6
356,2025-08-08,0.0159,0,-3
356,2025-08-08,0.0159,0,-3
5841,2025-08-11,0.0143,0,3
602,2025-08-05,0.0056,0,4
2243,2025-08-13,0.0067,0,33
3708,2025-08-11,0.0132,0,0
1584,2025-08-01,0.0050,0,76
5841,2025-08-01,0.0143,0,-1
5536,2025-08-14,0.0132,0,-1
3520,2025-08-11,0.0132,0,6
721,2025-08-06,0.0056,0,-5
1811,2025-08-07,0.0060,0,9
563,2025-08-09,0.0100,0,-3
1178,2025-08-15,0.0476,0,21
1178,2025-08-15,0.0476,0,21
4474,2025-08-14,0.0200,0,-10
5320,2025-08-11,0.0200,0,-1
2090,2025-08-12,0.0120,0,-8
791,2025-08-07,0.0100,0,-7
972,2025-08-01,0.0189,0,153
2691,2025-08-06,0.0056,0,-9
4613,2025-08-06,0.0200,0,48
1811,2025-08-14,0.0060,0,-2
399,2025-08-05,0.0241,0,62
1358,2025-08-11,0.0079,0,21
2155,2025-08-05,0.0043,0,73
1328,2025-08-01,0.0056,0,3
2008,2025-08-15,0.0085,0,-7
3700,2025-08-12,0.0132,0,-8
929,2025-08-07,0.0060,0,32
1842,2025-08-05,0.0100,0,-4
1842,2025-08-04,0.0100,0,-1
2394,2025-08-14,0.0043,0,13
1815,2025-08-04,0.0200,0,-3
1815,2025-08-04,0.0200,0,-3
534,2025-08-11,0.0050,0,-2
1068,2025-08-02,0.0056,0,0
5447,2025-08-09,0.0143,0,-10
4482,2025-08-04,0.0200,0,1
2278,2025-08-12,0.0050,0,302
556,2025-08-14,0.0056,0,-7
3635,2025-08-11,0.0143,0,-1
5215,2025-08-02,0.0200,0,-6
3604,2025-08-07,0.0526,0,-2
399,2025-08-05,0.0060,0,62
2155,2025-08-11,0.0043,0,28
2067,2025-08-01,0.0133,0,27
2067,2025-08-01,0.0133,0,27
5444,2025-08-05,0.0200,0,-8
987,2025-08-03,0.0031,0,21
374,2025-08-08,0.0159,0,-8
3520,2025-08-03,0.0286,0,14
2385,2025-08-05,0.0181,0,-4
2385,2025-08-05,0.0181,0,-4
1775,2025-08-14,0.0056,0,-3
3655,2025-08-06,0.0132,0,-7
920,2025-08-09,0.0060,0,3
5469,2025-08-07,0.0200,0,-4
4452,2025-08-13,0.0200,0,-8
2378,2025-08-11,0.0050,0,69
1677,2025-08-05,0.0060,0,21
5601,2025-08-13,0.0200,2,15
5427,2025-08-12,0.0400,0,49
2333,2025-08-09,0.0223,0,162
2333,2025-08-09,0.0223,0,162
445,2025-08-06,0.0112,0,-1
1811,2025-08-01,0.0060,0,54
972,2025-08-07,0.0031,0,29
739,2025-08-14,0.0067,0,16
1989,2025-08-05,0.0056,0,-5
1584,2025-08-02,0.0050,0,6
1577,2025-08-07,0.0150,0,75
534,2025-08-07,0.0050,0,7
224,2025-08-14,0.0060,0,35
4638,2025-08-03,0.0143,0,-1
3465,2025-08-03,0.0132,0,15
2683,2025-08-04,0.0120,0,92
2683,2025-08-04,0.0120,0,92
1815,2025-08-11,0.0067,0,-2
1010,2025-08-03,0.0200,0,-6
556,2025-08-14,0.0056,0,-7
3569,2025-08-04,0.0132,0,-6
1946,2025-08-12,0.0060,0,44
764,2025-08-09,0.0079,0,-6
411,2025-08-05,0.0079,0,-6
4638,2025-08-03,0.0143,0,-1
758,2025-08-12,0.0056,0,102
4585,2025-08-11,0.0200,0,-5
2059,2025-08-04,0.0060,0,9
2369,2025-08-05,0.0056,0,-1
764,2025-08-15,0.0079,0,4
1933,2025-08-06,0.0060,0,1
1146,2025-08-03,0.0060,0,16
4789,2025-08-07,0.0286,0,-6
4789,2025-08-07,0.0286,0,-6
972,2025-08-10,0.0031,0,62
1834,2025-08-12,0.0060,0,-8
791,2025-08-07,0.0050,0,-7
1363,2025-08-04,0.0150,0,-2
1363,2025-08-04,0.0150,0,-2
1124,2025-08-01,0.0056,0,13
1044,2025-08-03,0.0043,0,93
2653,2025-08-03,0.0056,0,-8
