flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,norm_pressure,norm_load,norm_ssr,norm_bags,difficulty_score,difficulty_category
4739,2025-08-05,ORD,GRB,0.008,0.414,0.032,0.051,0.18,Easy
5577,2025-08-06,ORD,JAX,0.000,0.484,0.011,0.043,0.18,Easy
1658,2025-08-04,ORD,EWR,0.002,0.521,0.000,0.023,0.18,Easy
2225,2025-08-12,ORD,PHX,0.009,0.400,0.064,0.054,0.18,Easy
4584,2025-08-03,ORD,TUL,0.006,0.480,0.000,0.097,0.18,Easy
5521,2025-08-07,ORD,ATW,0.002,0.523,0.000,0.051,0.18,Easy
276,2025-08-01,ORD,IAD,0.015,0.392,0.000,0.191,0.18,Easy
5360,2025-08-05,ORD,MBS,0.012,0.458,0.021,0.014,0.18,Easy
3568,2025-08-12,ORD,YYZ,0.008,0.512,0.000,0.043,0.18,Easy
5729,2025-08-15,ORD,FNT,0.003,0.392,0.085,0.057,0.18,Easy
791,2025-08-12,ORD,DEN,0.010,0.501,0.000,0.029,0.18,Easy
5643,2025-08-01,ORD,CAK,0.001,0.490,0.000,0.046,0.18,Easy
752,2025-08-07,ORD,DCA,0.013,0.414,0.021,0.060,0.18,Easy
5603,2025-08-10,ORD,FNT,0.005,0.436,0.064,0.077,0.18,Easy
4380,2025-08-01,ORD,SYR,0.001,0.512,0.000,0.043,0.18,Easy
4585,2025-08-05,ORD,DAY,0.005,0.458,0.043,0.063,0.18,Easy
587,2025-08-10,ORD,YUL,0.011,0.414,0.000,0.151,0.18,Easy
4780,2025-08-08,ORD,CAK,0.007,0.469,0.021,0.037,0.18,Easy
3523,2025-08-04,ORD,RIC,0.012,0.469,0.000,0.080,0.18,Easy
5585,2025-08-05,ORD,ATW,0.008,0.436,0.043,0.046,0.18,Easy
3422,2025-08-10,ORD,DTW,0.007,0.412,0.032,0.097,0.18,Easy
4504,2025-08-12,ORD,CHA,0.009,0.490,0.000,0.014,0.18,Easy
5836,2025-08-04,ORD,TYS,0.003,0.480,0.000,0.023,0.18,Easy
1832,2025-08-06,ORD,CMH,0.001,0.482,0.011,0.046,0.18,Easy
5601,2025-08-09,ORD,FNT,0.009,0.392,0.085,0.077,0.18,Easy
5140,2025-08-13,ORD,CMX,0.008,0.501,0.000,0.066,0.18,Easy
5395,2025-08-02,ORD,GSO,0.008,0.489,0.011,0.049,0.18,Easy
5272,2025-08-06,ORD,MSN,0.001,0.469,0.011,0.074,0.18,Easy
5427,2025-08-06,ORD,PIA,0.008,0.425,0.043,0.051,0.18,Easy
411,2025-08-12,ORD,DTW,0.009,0.391,0.085,0.077,0.18,Easy
1793,2025-08-04,ORD,MSP,0.016,0.478,0.000,0.063,0.18,Easy
1097,2025-08-04,ORD,DCA,0.010,0.499,0.011,0.046,0.18,Easy
2225,2025-08-15,ORD,PHX,0.009,0.400,0.043,0.089,0.18,Easy
5275,2025-08-02,ORD,DLH,0.006,0.480,0.011,0.077,0.18,Easy
4588,2025-08-15,ORD,MDT,0.004,0.512,0.000,0.049,0.18,Easy
2629,2025-08-09,ORD,CLE,0.001,0.384,0.106,0.057,0.18,Easy
1941,2025-08-15,ORD,CVG,0.010,0.387,0.053,0.123,0.18,Easy
4559,2025-08-01,ORD,SDF,0.007,0.512,0.000,0.029,0.18,Easy
5646,2025-08-04,ORD,ATW,0.004,0.501,0.000,0.040,0.18,Easy
5948,2025-08-15,ORD,BNA,0.003,0.462,0.000,0.103,0.18,Easy
3535,2025-08-13,ORD,MSN,0.012,0.455,0.011,0.063,0.18,Easy
4507,2025-08-01,ORD,CHA,0.006,0.469,0.000,0.077,0.18,Easy
4645,2025-08-03,ORD,FWA,0.005,0.501,0.000,0.057,0.18,Easy
4445,2025-08-04,ORD,BHM,0.005,0.501,0.000,0.026,0.18,Easy
4778,2025-08-09,ORD,FAR,0.008,0.480,0.000,0.026,0.18,Easy
490,2025-08-05,ORD,SAT,0.011,0.478,0.011,0.051,0.18,Easy
4517,2025-08-08,ORD,SCE,0.004,0.480,0.000,0.057,0.18,Easy
4504,2025-08-15,ORD,CHA,0.009,0.436,0.043,0.014,0.18,Easy
4563,2025-08-13,ORD,FSD,0.006,0.512,0.000,0.023,0.18,Easy
2329,2025-08-05,ORD,DTW,0.006,0.363,0.106,0.077,0.18,Easy
5593,2025-08-15,ORD,MEM,0.010,0.369,0.096,0.063,0.18,Easy
4504,2025-08-06,ORD,CHA,0.012,0.490,0.000,0.043,0.18,Easy
5841,2025-08-11,ORD,MEM,0.003,0.481,0.000,0.043,0.18,Easy
4504,2025-08-05,ORD,CHA,0.008,0.447,0.043,0.029,0.18,Easy
2177,2025-08-07,ORD,MSN,0.015,0.391,0.043,0.077,0.18,Easy
5269,2025-08-07,ORD,PIA,0.009,0.469,0.000,0.051,0.18,Easy
3464,2025-08-10,ORD,PIT,0.011,0.491,0.000,0.051,0.18,Easy
1301,2025-08-05,ORD,ICT,0.011,0.404,0.021,0.166,0.18,Easy
5874,2025-08-04,ORD,PIA,0.007,0.469,0.011,0.060,0.18,Easy
563,2025-08-12,ORD,EWR,0.010,0.422,0.074,0.049,0.18,Easy
602,2025-08-15,ORD,PHX,0.013,0.333,0.085,0.154,0.18,Easy
467,2025-08-14,ORD,CMH,0.013,0.368,0.043,0.146,0.18,Easy
5726,2025-08-12,ORD,TYS,0.010,0.360,0.096,0.034,0.18,Easy
1612,2025-08-05,ORD,MEM,0.007,0.404,0.000,0.157,0.18,Easy
1740,2025-08-07,ORD,RSW,0.002,0.521,0.032,0.000,0.18,Easy
5219,2025-08-10,ORD,GRB,0.004,0.480,0.032,0.063,0.18,Easy
5020,2025-08-02,ORD,FOD,0.003,0.371,0.106,0.060,0.18,Easy
1657,2025-08-10,ORD,LGA,0.012,0.516,0.000,0.029,0.18,Easy
1097,2025-08-13,ORD,DCA,0.012,0.342,0.106,0.049,0.18,Easy
3493,2025-08-02,ORD,DTW,0.003,0.455,0.000,0.091,0.18,Easy
4468,2025-08-15,ORD,LEX,0.007,0.447,0.000,0.069,0.18,Easy
4452,2025-08-13,ORD,RIC,0.008,0.512,0.000,0.029,0.18,Easy
5122,2025-08-11,ORD,EAU,0.008,0.512,0.000,0.034,0.18,Easy
3440,2025-08-13,ORD,YYZ,0.001,0.498,0.000,0.083,0.18,Easy
3520,2025-08-06,ORD,BDL,0.000,0.469,0.021,0.086,0.18,Easy
4517,2025-08-01,ORD,SCE,0.004,0.501,0.000,0.069,0.18,Easy
2627,2025-08-15,ORD,MSP,0.015,0.412,0.000,0.149,0.18,Easy
5382,2025-08-15,ORD,FWA,0.012,0.458,0.043,0.034,0.18,Easy
3571,2025-08-05,ORD,IND,0.009,0.433,0.000,0.074,0.18,Easy
4554,2025-08-11,ORD,GRB,0.007,0.469,0.000,0.046,0.18,Easy
5836,2025-08-14,ORD,TYS,0.010,0.480,0.000,0.009,0.18,Easy
5821,2025-08-12,ORD,MKE,0.004,0.469,0.000,0.089,0.18,Easy
4611,2025-08-11,ORD,MDT,0.010,0.436,0.032,0.023,0.18,Easy
4739,2025-08-15,ORD,GRB,0.008,0.425,0.085,0.049,0.18,Easy
5309,2025-08-04,ORD,FWA,0.006,0.490,0.011,0.057,0.18,Easy
3700,2025-08-14,ORD,BNA,0.010,0.469,0.021,0.054,0.18,Easy
4445,2025-08-15,ORD,BHM,0.007,0.458,0.021,0.017,0.18,Easy
4554,2025-08-07,ORD,GRB,0.007,0.458,0.043,0.066,0.18,Easy
3536,2025-08-10,ORD,YUL,0.015,0.405,0.043,0.040,0.18,Easy
5269,2025-08-10,ORD,PIA,0.004,0.458,0.021,0.037,0.18,Easy
5608,2025-08-15,ORD,GRB,0.005,0.480,0.000,0.080,0.18,Easy
4791,2025-08-15,ORD,SBN,0.011,0.501,0.000,0.051,0.18,Easy
5274,2025-08-05,ORD,SBN,0.003,0.490,0.021,0.054,0.18,Easy
2488,2025-08-11,ORD,LGA,0.005,0.516,0.000,0.037,0.18,Easy
378,2025-08-15,ORD,LAX,0.015,0.418,0.032,0.089,0.18,Easy
5215,2025-08-09,ORD,LNK,0.006,0.480,0.000,0.043,0.18,Easy
4791,2025-08-05,ORD,SBN,0.011,0.458,0.021,0.054,0.18,Easy
5124,2025-08-06,ORD,EAU,0.008,0.458,0.000,0.051,0.18,Easy
4507,2025-08-14,ORD,CHA,0.001,0.545,0.000,0.020,0.18,Easy
4558,2025-08-11,ORD,XNA,0.008,0.501,0.000,0.037,0.18,Easy
2430,2025-08-07,ORD,BNA,0.011,0.456,0.032,0.054,0.18,Easy
4476,2025-08-15,ORD,CAE,0.010,0.501,0.021,0.023,0.18,Easy
4501,2025-08-09,ORD,AVP,0.004,0.469,0.021,0.046,0.18,Easy
2640,2025-08-14,ORD,DCA,0.116,0.184,0.000,0.037,0.18,Easy
5565,2025-08-04,ORD,CHO,0.004,0.436,0.064,0.029,0.18,Easy
3668,2025-08-10,ORD,BUF,0.011,0.426,0.011,0.080,0.18,Easy
1658,2025-08-05,ORD,EWR,0.002,0.482,0.064,0.020,0.18,Easy
5309,2025-08-13,ORD,FWA,0.005,0.403,0.053,0.054,0.18,Easy
4445,2025-08-07,ORD,BHM,0.008,0.523,0.000,0.029,0.18,Easy
4380,2025-08-12,ORD,SYR,0.001,0.458,0.053,0.057,0.18,Easy
4563,2025-08-06,ORD,FSD,0.006,0.480,0.000,0.086,0.18,Easy
729,2025-08-08,ORD,DFW,0.001,0.487,0.032,0.043,0.18,Easy
5309,2025-08-14,ORD,FWA,0.006,0.360,0.085,0.080,0.18,Easy
4380,2025-08-09,ORD,SYR,0.001,0.534,0.000,0.046,0.18,Easy
1923,2025-08-13,ORD,CID,0.002,0.250,0.117,0.209,0.18,Easy
2232,2025-08-11,ORD,MSP,0.010,0.519,0.000,0.009,0.18,Easy
5360,2025-08-09,ORD,MBS,0.012,0.436,0.021,0.051,0.18,Easy
4452,2025-08-04,ORD,RIC,0.008,0.501,0.000,0.043,0.18,Easy
466,2025-08-01,ORD,DCA,0.007,0.543,0.000,0.009,0.18,Easy
4780,2025-08-12,ORD,CAK,0.007,0.458,0.021,0.063,0.18,Easy
1851,2025-08-05,ORD,ALB,0.005,0.384,0.053,0.163,0.18,Easy
4461,2025-08-04,ORD,ABE,0.005,0.469,0.021,0.029,0.18,Easy
4563,2025-08-12,ORD,FSD,0.007,0.480,0.021,0.023,0.18,Easy
5843,2025-08-08,ORD,ECP,0.007,0.519,0.000,0.037,0.18,Easy
3498,2025-08-14,ORD,CVG,0.011,0.455,0.000,0.094,0.18,Easy
490,2025-08-15,ORD,SAT,0.000,0.447,0.043,0.089,0.18,Easy
5712,2025-08-07,ORD,GSP,0.014,0.462,0.021,0.017,0.18,Easy
4436,2025-08-04,ORD,SGF,0.011,0.469,0.021,0.054,0.18,Easy
5260,2025-08-11,ORD,FSD,0.006,0.480,0.000,0.034,0.18,Easy
5577,2025-08-07,ORD,JAX,0.001,0.469,0.043,0.031,0.18,Easy
5275,2025-08-08,ORD,DLH,0.005,0.490,0.000,0.089,0.18,Easy
5275,2025-08-13,ORD,DLH,0.005,0.447,0.043,0.049,0.18,Easy
4461,2025-08-09,ORD,ABE,0.004,0.447,0.011,0.049,0.18,Easy
3409,2025-08-11,ORD,YOW,0.014,0.419,0.053,0.071,0.18,Easy
5234,2025-08-08,ORD,MKE,0.010,0.501,0.000,0.037,0.18,Easy
4476,2025-08-06,ORD,CAE,0.012,0.414,0.074,0.017,0.18,Easy
5234,2025-08-13,ORD,MKE,0.010,0.501,0.000,0.043,0.18,Easy
1832,2025-08-08,ORD,CMH,0.001,0.400,0.064,0.051,0.18,Easy
1273,2025-08-13,ORD,SFO,0.003,0.328,0.053,0.180,0.18,Easy
4461,2025-08-10,ORD,ABE,0.005,0.490,0.000,0.054,0.18,Easy
5398,2025-08-14,ORD,IND,0.007,0.433,0.043,0.074,0.18,Easy
3614,2025-08-05,ORD,MCI,0.002,0.442,0.021,0.080,0.18,Easy
5353,2025-08-08,ORD,GRR,0.005,0.458,0.000,0.074,0.18,Easy
1077,2025-08-04,ORD,DCA,0.002,0.483,0.000,0.080,0.18,Easy
5234,2025-08-10,ORD,MKE,0.000,0.403,0.096,0.034,0.18,Easy
5444,2025-08-05,ORD,LIT,0.012,0.490,0.000,0.026,0.18,Easy
4748,2025-08-02,ORD,ATW,0.005,0.469,0.000,0.091,0.18,Easy
4554,2025-08-03,ORD,GRB,0.007,0.447,0.000,0.080,0.18,Easy
3464,2025-08-03,ORD,PIT,0.011,0.504,0.000,0.037,0.18,Easy
4425,2025-08-07,ORD,GRR,0.004,0.458,0.043,0.071,0.18,Easy
533,2025-08-15,ORD,OMA,0.009,0.360,0.043,0.186,0.18,Easy
3668,2025-08-05,ORD,IND,0.004,0.469,0.011,0.063,0.18,Easy
5505,2025-08-01,ORD,SBN,0.001,0.458,0.074,0.043,0.18,Easy
3696,2025-08-05,ORD,CVG,0.011,0.466,0.043,0.034,0.18,Easy
4789,2025-08-13,ORD,FAR,0.008,0.405,0.021,0.111,0.18,Easy
1010,2025-08-04,ORD,DCA,0.009,0.483,0.032,0.014,0.18,Easy
729,2025-08-11,ORD,DFW,0.001,0.523,0.000,0.006,0.18,Easy
1270,2025-08-12,ORD,PUJ,0.013,0.418,0.053,0.057,0.18,Easy
1492,2025-08-15,ORD,CMH,0.009,0.361,0.064,0.114,0.18,Easy
4173,2025-08-05,ORD,AVL,0.005,0.469,0.000,0.034,0.18,Easy
5763,2025-08-01,ORD,TUL,0.012,0.455,0.021,0.086,0.18,Easy
5603,2025-08-08,ORD,FNT,0.005,0.490,0.000,0.083,0.18,Easy
5344,2025-08-04,ORD,MBS,0.004,0.469,0.000,0.074,0.18,Easy
4380,2025-08-10,ORD,SYR,0.013,0.458,0.000,0.031,0.18,Easy
1975,2025-08-13,ORD,ATL,0.014,0.458,0.000,0.046,0.18,Easy
5472,2025-08-03,ORD,MDT,0.006,0.425,0.064,0.049,0.18,Easy
1848,2025-08-05,ORD,ATL,0.010,0.443,0.000,0.049,0.18,Easy
1779,2025-08-10,ORD,BOS,0.013,0.476,0.021,0.040,0.18,Easy
1010,2025-08-02,ORD,DCA,0.001,0.392,0.117,0.051,0.18,Easy
4789,2025-08-01,ORD,FAR,0.006,0.372,0.106,0.086,0.18,Easy
2038,2025-08-11,ORD,BUF,0.001,0.417,0.021,0.103,0.18,Easy
3610,2025-08-10,ORD,YQB,0.011,0.469,0.011,0.040,0.18,Easy
5425,2025-08-06,ORD,STL,0.007,0.501,0.000,0.057,0.18,Easy
5380,2025-08-05,ORD,MSY,0.001,0.519,0.000,0.060,0.18,Easy
5565,2025-08-08,ORD,CHO,0.011,0.480,0.000,0.046,0.18,Easy
5219,2025-08-11,ORD,TYS,0.009,0.458,0.000,0.043,0.18,Easy
5353,2025-08-04,ORD,GRR,0.005,0.469,0.000,0.040,0.18,Easy
5490,2025-08-09,ORD,YYZ,0.001,0.442,0.064,0.031,0.18,Easy
5353,2025-08-11,ORD,GRR,0.001,0.458,0.043,0.074,0.18,Easy
5382,2025-08-03,ORD,FWA,0.006,0.458,0.021,0.074,0.18,Easy
2106,2025-08-15,ORD,SFO,0.012,0.398,0.021,0.157,0.18,Easy
5118,2025-08-01,ORD,PLN,0.008,0.458,0.043,0.037,0.18,Easy
5292,2025-08-15,ORD,MTY,0.001,0.469,0.074,0.017,0.18,Easy
2661,2025-08-12,ORD,LGA,0.013,0.443,0.021,0.009,0.18,Easy
3468,2025-08-12,ORD,BGR,0.012,0.455,0.000,0.057,0.18,Easy
2343,2025-08-07,ORD,IND,0.012,0.372,0.043,0.154,0.18,Easy
5344,2025-08-05,ORD,MBS,0.002,0.436,0.064,0.057,0.18,Easy
4476,2025-08-13,ORD,CAE,0.010,0.512,0.000,0.029,0.18,Easy
1693,2025-08-03,ORD,DCA,0.013,0.461,0.021,0.020,0.18,Easy
5470,2025-08-06,ORD,GEG,0.013,0.455,0.043,0.037,0.18,Easy
293,2025-08-06,ORD,LGA,0.012,0.466,0.032,0.046,0.18,Easy
1316,2025-08-08,ORD,SRQ,0.009,0.333,0.117,0.063,0.18,Easy
5568,2025-08-01,ORD,MLI,0.005,0.469,0.000,0.103,0.18,Easy
4748,2025-08-10,ORD,ATW,0.004,0.447,0.000,0.089,0.18,Easy
5099,2025-08-10,ORD,CIU,0.013,0.425,0.000,0.071,0.18,Easy
3690,2025-08-09,ORD,IND,0.006,0.388,0.043,0.083,0.18,Easy
2302,2025-08-12,ORD,BWI,0.001,0.360,0.117,0.086,0.18,Easy
5122,2025-08-03,ORD,EAU,0.009,0.480,0.000,0.023,0.18,Easy
3520,2025-08-01,ORD,CVG,0.012,0.433,0.011,0.094,0.18,Easy
1421,2025-08-13,ORD,FLL,0.001,0.401,0.106,0.034,0.18,Easy
3614,2025-08-04,ORD,MCI,0.009,0.450,0.021,0.069,0.18,Easy
2487,2025-08-08,ORD,PHL,0.013,0.332,0.043,0.140,0.18,Easy
1842,2025-08-15,ORD,SAN,0.012,0.403,0.021,0.163,0.18,Easy
5103,2025-08-11,ORD,JLN,0.004,0.469,0.000,0.103,0.18,Easy
5344,2025-08-08,ORD,MBS,0.002,0.501,0.000,0.066,0.18,Easy
4431,2025-08-03,ORD,MSN,0.002,0.458,0.053,0.069,0.18,Easy
2418,2025-08-04,ORD,PHL,0.005,0.472,0.000,0.026,0.18,Easy
5395,2025-08-07,ORD,GSO,0.008,0.434,0.085,0.017,0.18,Easy
4574,2025-08-10,ORD,YOW,0.009,0.458,0.000,0.049,0.18,Easy
5380,2025-08-11,ORD,MSY,0.001,0.512,0.011,0.040,0.18,Easy
1975,2025-08-15,ORD,ATL,0.011,0.360,0.128,0.071,0.18,Easy
5564,2025-08-13,ORD,SBN,0.007,0.469,0.000,0.074,0.18,Easy
4406,2025-08-05,ORD,TVC,0.001,0.480,0.000,0.086,0.18,Easy
5946,2025-08-04,ORD,RAP,0.003,0.512,0.000,0.060,0.18,Easy
5398,2025-08-12,ORD,IND,0.007,0.390,0.106,0.074,0.18,Easy
5124,2025-08-11,ORD,EAU,0.008,0.414,0.064,0.043,0.18,Easy
1068,2025-08-15,ORD,IAD,0.000,0.361,0.085,0.126,0.18,Easy
5999,2025-08-14,ORD,OKC,0.012,0.419,0.021,0.071,0.18,Easy
476,2025-08-05,ORD,CVG,0.012,0.447,0.000,0.060,0.18,Easy
1980,2025-08-15,ORD,LGA,0.001,0.489,0.021,0.074,0.18,Easy
4549,2025-08-04,ORD,MLI,0.009,0.458,0.000,0.083,0.18,Easy
4558,2025-08-04,ORD,XNA,0.010,0.501,0.000,0.054,0.18,Easy
4597,2025-08-11,ORD,ROA,0.012,0.447,0.000,0.063,0.18,Easy
5577,2025-08-12,ORD,JAX,0.000,0.426,0.085,0.049,0.18,Easy
4645,2025-08-12,ORD,FWA,0.003,0.447,0.011,0.086,0.18,Easy
4429,2025-08-04,ORD,FSD,0.007,0.490,0.011,0.034,0.18,Easy
2665,2025-08-06,ORD,IAH,0.013,0.342,0.032,0.177,0.18,Easy
5262,2025-08-12,ORD,LNK,0.012,0.414,0.085,0.034,0.18,Easy
3409,2025-08-10,ORD,YOW,0.009,0.433,0.000,0.091,0.18,Easy
1779,2025-08-03,ORD,BOS,0.013,0.464,0.000,0.046,0.18,Easy
3520,2025-08-02,ORD,BDL,0.001,0.491,0.000,0.051,0.18,Easy
729,2025-08-10,ORD,DFW,0.001,0.505,0.032,0.020,0.18,Easy
5565,2025-08-10,ORD,CHO,0.010,0.480,0.043,0.023,0.18,Easy
4778,2025-08-12,ORD,FAR,0.007,0.480,0.021,0.051,0.18,Easy
4184,2025-08-15,ORD,DAY,0.007,0.469,0.032,0.046,0.18,Easy
5272,2025-08-03,ORD,MSN,0.000,0.490,0.000,0.046,0.18,Easy
5118,2025-08-12,ORD,PLN,0.012,0.469,0.000,0.046,0.18,Easy
5122,2025-08-15,ORD,EAU,0.008,0.490,0.000,0.077,0.18,Easy
5358,2025-08-10,ORD,CAK,0.000,0.469,0.021,0.057,0.18,Easy
3421,2025-08-15,ORD,ROC,0.011,0.455,0.000,0.083,0.18,Easy
482,2025-08-11,ORD,CHS,0.015,0.424,0.000,0.057,0.18,Easy
4584,2025-08-13,ORD,TUL,0.005,0.458,0.043,0.066,0.18,Easy
5260,2025-08-09,ORD,FSD,0.003,0.480,0.000,0.054,0.18,Easy
4391,2025-08-06,ORD,SGF,0.007,0.403,0.085,0.086,0.18,Easy
4504,2025-08-04,ORD,CHA,0.012,0.480,0.000,0.026,0.18,Easy
3685,2025-08-07,ORD,DTW,0.011,0.434,0.000,0.060,0.18,Easy
5607,2025-08-06,ORD,TUS,0.006,0.442,0.043,0.074,0.18,Easy
4391,2025-08-03,ORD,SGF,0.006,0.447,0.000,0.089,0.18,Easy
4391,2025-08-13,ORD,SGF,0.005,0.469,0.021,0.069,0.18,Easy
4584,2025-08-06,ORD,TUL,0.006,0.436,0.064,0.069,0.18,Easy
4554,2025-08-15,ORD,GRB,0.007,0.458,0.053,0.049,0.18,Easy
4563,2025-08-04,ORD,FSD,0.007,0.512,0.000,0.031,0.18,Easy
490,2025-08-06,ORD,SAT,0.011,0.430,0.053,0.040,0.18,Easy
5344,2025-08-12,ORD,MBS,0.007,0.414,0.053,0.051,0.18,Easy
1358,2025-08-04,ORD,RDU,0.000,0.512,0.000,0.037,0.18,Easy
1358,2025-08-09,ORD,RDU,0.001,0.443,0.053,0.089,0.18,Easy
5269,2025-08-14,ORD,PIA,0.004,0.480,0.000,0.063,0.18,Easy
5731,2025-08-11,ORD,STL,0.006,0.498,0.011,0.057,0.18,Easy
5930,2025-08-07,ORD,FAR,0.000,0.501,0.000,0.066,0.18,Easy
1975,2025-08-04,ORD,ATL,0.001,0.512,0.000,0.009,0.18,Easy
5275,2025-08-14,ORD,DLH,0.005,0.447,0.000,0.069,0.18,Easy
4558,2025-08-12,ORD,XNA,0.013,0.469,0.021,0.040,0.18,Easy
3700,2025-08-12,ORD,BNA,0.010,0.462,0.000,0.046,0.18,Easy
5821,2025-08-14,ORD,MKE,0.006,0.480,0.043,0.031,0.18,Easy
5874,2025-08-15,ORD,PIA,0.008,0.469,0.000,0.043,0.18,Easy
5643,2025-08-14,ORD,CAK,0.010,0.447,0.011,0.040,0.18,Easy
5309,2025-08-01,ORD,FWA,0.006,0.490,0.000,0.071,0.18,Easy
5215,2025-08-13,ORD,LNK,0.005,0.490,0.000,0.069,0.18,Easy
1693,2025-08-05,ORD,DCA,0.001,0.460,0.032,0.051,0.18,Easy
5219,2025-08-12,ORD,GRB,0.002,0.425,0.043,0.094,0.18,Easy
5948,2025-08-14,ORD,BNA,0.010,0.498,0.011,0.040,0.18,Easy
5841,2025-08-06,ORD,MEM,0.011,0.411,0.000,0.063,0.17,Easy
5021,2025-08-09,ORD,SUX,0.012,0.349,0.053,0.034,0.17,Easy
4559,2025-08-15,ORD,SDF,0.008,0.436,0.000,0.040,0.17,Easy
2628,2025-08-07,ORD,BNA,0.010,0.342,0.011,0.137,0.17,Easy
5712,2025-08-12,ORD,GSP,0.013,0.412,0.000,0.040,0.17,Easy
5852,2025-08-12,ORD,HSV,0.006,0.311,0.085,0.037,0.17,Easy
4426,2025-08-06,ORD,BUF,0.010,0.436,0.000,0.029,0.17,Easy
5138,2025-08-14,ORD,MGW,0.009,0.392,0.000,0.063,0.17,Easy
2369,2025-08-13,ORD,AUS,0.001,0.406,0.021,0.054,0.17,Easy
533,2025-08-12,ORD,OMA,0.009,0.305,0.043,0.154,0.17,Easy
4568,2025-08-05,ORD,SCE,0.011,0.392,0.000,0.020,0.17,Easy
4571,2025-08-06,ORD,XNA,0.007,0.436,0.000,0.037,0.17,Easy
5020,2025-08-10,ORD,FOD,0.012,0.349,0.032,0.049,0.17,Easy
4748,2025-08-03,ORD,ATW,0.005,0.392,0.000,0.051,0.17,Easy
5344,2025-08-06,ORD,MBS,0.004,0.371,0.053,0.057,0.17,Easy
2369,2025-08-06,ORD,AUS,0.015,0.366,0.000,0.046,0.17,Easy
4390,2025-08-15,ORD,CHA,0.009,0.414,0.000,0.031,0.17,Easy
3690,2025-08-10,ORD,IND,0.011,0.333,0.074,0.094,0.17,Easy
4194,2025-08-04,ORD,DAY,0.003,0.425,0.000,0.071,0.17,Easy
4585,2025-08-07,ORD,DAY,0.007,0.436,0.000,0.046,0.17,Easy
5362,2025-08-12,ORD,MKE,0.001,0.305,0.085,0.086,0.17,Easy
5021,2025-08-14,ORD,SUX,0.004,0.447,0.000,0.026,0.17,Easy
5472,2025-08-10,ORD,MDT,0.006,0.425,0.011,0.037,0.17,Easy
5977,2025-08-14,ORD,ICT,0.006,0.340,0.085,0.037,0.17,Easy
3603,2025-08-12,ORD,CMH,0.009,0.426,0.000,0.057,0.17,Easy
1077,2025-08-01,ORD,DCA,0.001,0.355,0.043,0.069,0.17,Easy
4468,2025-08-09,ORD,LEX,0.003,0.392,0.000,0.097,0.17,Easy
5140,2025-08-15,ORD,CMX,0.008,0.403,0.000,0.037,0.17,Easy
5289,2025-08-04,ORD,CRW,0.007,0.392,0.011,0.034,0.17,Easy
5469,2025-08-14,ORD,SDF,0.006,0.414,0.000,0.060,0.17,Easy
1941,2025-08-01,ORD,CVG,0.010,0.365,0.000,0.126,0.17,Easy
1658,2025-08-06,ORD,EWR,0.002,0.457,0.021,0.020,0.17,Easy
2343,2025-08-05,ORD,IND,0.013,0.241,0.106,0.149,0.17,Easy
1538,2025-08-14,ORD,SAV,0.001,0.406,0.011,0.094,0.17,Easy
2665,2025-08-13,ORD,IAH,0.013,0.381,0.021,0.071,0.17,Easy
1252,2025-08-04,ORD,DCA,0.001,0.439,0.021,0.046,0.17,Easy
4456,2025-08-02,ORD,CMH,0.010,0.436,0.000,0.037,0.17,Easy
4597,2025-08-14,ORD,ROA,0.001,0.425,0.000,0.049,0.17,Easy
2113,2025-08-12,ORD,FSD,0.002,0.220,0.085,0.274,0.17,Easy
4571,2025-08-14,ORD,XNA,0.007,0.403,0.000,0.046,0.17,Easy
4387,2025-08-08,ORD,CID,0.000,0.403,0.000,0.046,0.17,Easy
3493,2025-08-11,ORD,DTW,0.009,0.383,0.000,0.057,0.17,Easy
5230,2025-08-04,ORD,CRW,0.010,0.414,0.000,0.037,0.17,Easy
5977,2025-08-13,ORD,ICT,0.012,0.362,0.064,0.029,0.17,Easy
4406,2025-08-13,ORD,TVC,0.001,0.392,0.000,0.069,0.17,Easy
5534,2025-08-15,ORD,ICT,0.008,0.381,0.021,0.057,0.17,Easy
4791,2025-08-09,ORD,SBN,0.011,0.392,0.000,0.046,0.17,Easy
4718,2025-08-01,ORD,DAY,0.007,0.383,0.000,0.089,0.17,Easy
556,2025-08-15,ORD,CLT,0.015,0.333,0.021,0.111,0.17,Easy
752,2025-08-06,ORD,DCA,0.011,0.378,0.000,0.057,0.17,Easy
4425,2025-08-05,ORD,GRR,0.003,0.414,0.000,0.054,0.17,Easy
4445,2025-08-09,ORD,BHM,0.007,0.414,0.000,0.057,0.17,Easy
1358,2025-08-01,ORD,RDU,0.001,0.439,0.000,0.057,0.17,Easy
286,2025-08-09,ORD,CLE,0.002,0.363,0.043,0.109,0.17,Easy
3641,2025-08-05,ORD,GRR,0.008,0.383,0.043,0.017,0.17,Easy
4568,2025-08-08,ORD,SCE,0.012,0.403,0.021,0.029,0.17,Easy
5260,2025-08-05,ORD,FSD,0.005,0.458,0.000,0.040,0.17,Easy
1358,2025-08-10,ORD,RDU,0.001,0.452,0.000,0.029,0.17,Easy
600,2025-08-09,ORD,LAS,0.011,0.345,0.011,0.111,0.17,Easy
4452,2025-08-10,ORD,RIC,0.008,0.381,0.021,0.083,0.17,Easy
2232,2025-08-04,ORD,MSP,0.002,0.412,0.032,0.029,0.17,Easy
