flight_number,scheduled_departure_date_local,is_delayed,delay_minutes,day_of_week,departure_hour,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,is_tight_turnaround,total_pax,total_seats,load_factor,lap_child_count,transfer_bag_count,checked_bag_count,special_service_request_count
929,2025-08-14,0,-2,5,16,ORD,LHR,195,145,0,1,167,0.0060,0,80,0,24
1658,2025-08-13,0,-3,4,6,ORD,EWR,504,56,0,2,179,0.0112,0,62,0,11
2290,2025-08-02,1,28,7,12,ORD,DFW,7,43,1,1,126,0.0079,0,66,0,17
2488,2025-08-01,1,34,6,12,ORD,LGA,17,51,1,2,166,0.0120,0,7,0,11
1398,2025-08-09,1,27,7,18,ORD,ATL,15,51,1,1,166,0.0060,0,64,0,13
118,2025-08-04,0,-1,2,18,ORD,EDI,90,75,0,1,176,0.0057,0,104,0,22
1616,2025-08-07,1,3,5,18,ORD,GRR,93,43,0,1,126,0.0079,0,88,0,9
609,2025-08-06,0,-5,4,13,ORD,PHX,68,56,0,1,179,0.0056,0,46,0,13
4552,2025-08-12,1,109,3,21,ORD,DAY,422,29,0,2,50,0.0400,0,25,0,11
2200,2025-08-03,1,9,1,21,ORD,SEA,63,51,0,2,166,0.0120,0,29,0,8
219,2025-08-09,1,11,7,9,ORD,HNL,191,88,0,1,318,0.0031,0,102,0,18
767,2025-08-03,1,17,1,21,ORD,DEN,77,70,0,1,200,0.0050,0,64,0,1
1641,2025-08-05,0,0,3,21,ORD,IND,74,43,0,1,126,0.0079,0,18,0,0
378,2025-08-01,1,14,6,13,ORD,LAX,257,62,0,1,200,0.0050,0,36,0,17
2370,2025-08-11,0,0,2,14,ORD,BOS,79,56,0,1,179,0.0056,0,56,0,15
1304,2025-08-05,1,15,3,11,ORD,LAS,18,56,1,1,179,0.0056,0,43,0,11
1398,2025-08-10,1,21,1,18,ORD,ATL,84,51,0,1,166,0.0060,0,20,0,6
5568,2025-08-08,0,-2,6,9,ORD,MLI,977,29,0,1,50,0.0200,0,35,0,7
5748,2025-08-02,0,-3,7,13,ORD,YWG,47,42,0,1,70,0.0143,0,21,0,17
2106,2025-08-04,1,6,2,21,ORD,SFO,85,70,0,1,200,0.0050,0,48,0,4
5262,2025-08-01,0,-4,6,12,ORD,LNK,55,29,0,1,50,0.0200,0,17,0,4
378,2025-08-12,1,7,3,13,ORD,LAX,73,62,0,1,200,0.0050,0,75,0,27
4445,2025-08-11,0,-7,2,10,ORD,BHM,67,29,0,1,50,0.0200,0,18,0,0
5493,2025-08-14,0,-3,5,11,ORD,ATW,104,29,0,1,50,0.0200,0,26,0,5
1387,2025-08-02,1,3,7,8,ORD,SFO,759,87,0,2,364,0.0055,0,121,0,36
1421,2025-08-05,0,-7,3,7,ORD,FLL,1074,62,0,1,200,0.0050,0,12,0,14
5643,2025-08-07,1,9,5,21,ORD,CAK,45,29,0,1,50,0.0200,0,17,0,5
5376,2025-08-15,0,-8,6,14,ORD,LEX,77,34,0,1,70,0.0143,0,24,0,0
1316,2025-08-03,1,42,1,11,ORD,SRQ,85,43,0,1,126,0.0079,0,35,0,5
5395,2025-08-08,0,-5,6,13,ORD,GSO,65,34,0,1,70,0.0143,0,56,0,19
1815,2025-08-12,0,-6,3,10,ORD,MSY,66,46,0,1,150,0.0067,0,36,0,1
561,2025-08-11,1,1,2,12,ORD,MCI,67,56,0,1,179,0.0056,0,55,0,10
2658,2025-08-05,0,0,3,16,ORD,SMF,104,46,0,1,150,0.0067,0,100,0,26
1347,2025-08-12,0,-6,3,16,ORD,FLL,96,56,0,1,179,0.0056,0,31,0,4
219,2025-08-09,1,11,7,9,ORD,HNL,191,88,0,6,318,0.0189,0,102,0,18
219,2025-08-09,1,11,7,9,ORD,HNL,191,88,0,6,318,0.0189,0,102,0,18
2251,2025-08-08,0,-7,6,10,ORD,PIT,63,43,0,2,126,0.0159,0,15,0,5
2251,2025-08-08,0,-7,6,10,ORD,PIT,63,43,0,2,126,0.0159,0,15,0,5
2211,2025-08-01,1,4,6,19,ORD,SEA,64,51,0,1,166,0.0060,0,79,0,3
1477,2025-08-07,0,-5,5,7,ORD,PHX,92,62,0,1,179,0.0056,0,7,0,19
1761,2025-08-08,1,7,6,19,ORD,FAT,100,43,0,1,126,0.0079,0,48,0,3
4380,2025-08-03,0,-7,1,7,ORD,SYR,35,29,0,1,50,0.0200,0,47,0,0
767,2025-08-07,1,30,5,21,ORD,DEN,72,62,0,1,200,0.0050,0,98,0,9
767,2025-08-07,1,30,5,21,ORD,DEN,72,62,0,1,200,0.0050,0,98,0,9
5470,2025-08-03,0,-2,1,8,ORD,GEG,43,34,0,1,76,0.0132,0,16,0,4
845,2025-08-14,1,139,5,21,ORD,GRU,385,155,0,1,318,0.0031,0,253,0,68
2649,2025-08-10,1,4,1,14,ORD,EWR,162,64,0,3,176,0.0170,0,27,0,15
2649,2025-08-10,1,4,1,14,ORD,EWR,162,64,0,3,176,0.0170,0,27,0,15
2666,2025-08-11,0,-8,2,5,ORD,DEN,285,62,0,1,200,0.0050,0,38,0,8
5405,2025-08-09,1,47,7,7,ORD,SCE,-12,29,1,2,50,0.0400,0,24,0,2
1923,2025-08-07,1,16,5,20,ORD,CID,110,43,0,1,126,0.0079,0,54,0,6
1328,2025-08-04,0,-4,2,9,ORD,SMF,69,56,0,1,179,0.0056,0,60,0,8
1485,2025-08-10,1,11,1,13,ORD,SEA,74,56,0,2,179,0.0112,0,39,0,3
1485,2025-08-10,1,11,1,13,ORD,SEA,74,56,0,2,179,0.0112,0,39,0,3
468,2025-08-11,0,-1,2,6,ORD,IAH,539,56,0,5,179,0.0279,0,18,0,28
468,2025-08-11,0,-1,2,6,ORD,IAH,539,56,0,5,179,0.0279,0,18,0,28
468,2025-08-11,0,-1,2,6,ORD,IAH,539,56,0,5,179,0.0279,0,18,0,28
5447,2025-08-11,0,-5,2,11,ORD,PVD,70,34,0,1,76,0.0132,0,14,0,3
987,2025-08-08,1,25,6,18,ORD,CDG,265,100,0,2,318,0.0063,0,66,0,30
2426,2025-08-04,1,123,2,19,ORD,IAH,-5,119,1,1,179,0.0056,0,21,0,17
1620,2025-08-04,0,-7,2,8,ORD,SEA,677,62,0,1,200,0.0050,0,79,0,3
764,2025-08-12,0,-5,3,8,ORD,YYC,533,65,0,2,166,0.0120,0,34,0,2
764,2025-08-12,0,-5,3,8,ORD,YYC,533,65,0,2,166,0.0120,0,34,0,2
764,2025-08-12,0,-5,3,8,ORD,YYC,533,65,0,2,166,0.0120,0,34,0,2
1156,2025-08-13,1,1,4,19,ORD,MSY,73,56,0,1,179,0.0056,0,22,0,5
2385,2025-08-11,0,-6,2,8,ORD,MSO,81,51,0,1,166,0.0060,0,40,0,19
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,1,234,0.0043,0,9,0,0
1564,2025-08-03,1,53,1,20,ORD,MSP,130,119,0,2,179,0.0112,0,72,0,6
3525,2025-08-08,1,8,6,16,ORD,YYZ,53,42,0,1,76,0.0132,0,18,0,0
276,2025-08-01,1,12,6,21,ORD,IAD,76,70,0,1,200,0.0050,0,67,0,0
1793,2025-08-12,1,39,3,8,ORD,MSP,78,46,0,1,150,0.0067,0,10,0,0
534,2025-08-14,1,141,5,17,ORD,EWR,76,62,0,1,200,0.0050,0,16,0,4
1933,2025-08-02,1,80,7,8,ORD,LAS,8,56,1,1,179,0.0056,0,36,0,12
2666,2025-08-11,0,-8,2,5,ORD,DEN,285,62,0,1,200,0.0050,0,38,0,8
2251,2025-08-08,0,-7,6,10,ORD,PIT,63,43,0,3,126,0.0238,0,15,0,5
2251,2025-08-08,0,-7,6,10,ORD,PIT,63,43,0,3,126,0.0238,0,15,0,5
1477,2025-08-14,0,-9,5,7,ORD,PHX,92,62,0,1,179,0.0056,0,22,0,4
2211,2025-08-02,1,3,7,19,ORD,SEA,114,119,1,1,179,0.0056,0,88,0,12
5358,2025-08-02,1,62,7,14,ORD,CAK,-10,29,1,2,50,0.0400,0,32,0,18
1301,2025-08-10,1,177,1,20,ORD,ICT,-11,43,1,1,126,0.0079,0,54,0,20
1485,2025-08-05,1,120,3,13,ORD,SEA,-71,56,1,1,179,0.0056,0,57,0,8
4638,2025-08-07,1,12,5,19,ORD,COS,50,34,0,1,76,0.0132,0,29,0,10
2243,2025-08-06,1,382,4,18,ORD,RIC,75,46,0,1,150,0.0067,0,72,0,17
2071,2025-08-07,0,-4,5,7,ORD,SAN,736,56,0,1,179,0.0056,0,1,0,2
2280,2025-08-07,1,53,5,7,ORD,MCO,105,68,0,1,200,0.0050,0,8,0,7
592,2025-08-05,0,-5,3,16,ORD,JAC,57,43,0,2,126,0.0159,0,39,0,25
2104,2025-08-09,0,-2,7,6,ORD,BOS,804,46,0,4,150,0.0267,0,19,0,5
2104,2025-08-09,0,-2,7,6,ORD,BOS,804,46,0,4,150,0.0267,0,19,0,5
2104,2025-08-09,0,-2,7,6,ORD,BOS,804,46,0,4,150,0.0267,0,19,0,5
1761,2025-08-08,1,7,6,19,ORD,FAT,100,43,0,1,126,0.0079,0,48,0,3
1252,2025-08-03,0,-3,1,7,ORD,DCA,643,43,0,1,126,0.0079,0,34,0,2
2106,2025-08-03,1,20,1,21,ORD,SFO,75,62,0,1,200,0.0050,0,51,0,0
5833,2025-08-05,0,-1,3,18,ORD,DTW,86,34,0,1,76,0.0132,0,32,0,0
4173,2025-08-11,1,10,2,13,ORD,AVL,49,29,0,1,50,0.0200,0,14,0,2
1387,2025-08-01,0,-1,6,8,ORD,SFO,191,93,0,6,364,0.0165,0,58,0,22
2232,2025-08-13,1,4,4,7,ORD,MSP,55,51,0,1,166,0.0060,0,29,0,1
1209,2025-08-15,1,5,6,21,ORD,EWR,67,56,0,1,179,0.0056,0,52,0,13
2251,2025-08-15,0,-4,6,10,ORD,PIT,63,43,0,1,126,0.0079,0,40,0,5
5946,2025-08-11,1,14,2,20,ORD,RAP,75,34,0,1,70,0.0143,0,46,0,0
5352,2025-08-04,1,5,2,18,ORD,CAK,59,29,0,1,50,0.0200,0,11,0,0
5999,2025-08-03,0,-7,1,13,ORD,OKC,79,39,0,1,76,0.0132,0,22,0,2
2039,2025-08-10,1,291,1,17,ORD,MCO,-222,62,1,1,200,0.0050,0,72,0,2
3655,2025-08-04,1,1,2,12,ORD,PIT,45,34,0,2,76,0.0263,0,17,0,10
5699,2025-08-11,0,-6,2,18,ORD,SAV,93,34,0,1,76,0.0132,0,31,0,8
929,2025-08-02,1,45,7,16,ORD,LHR,280,145,0,1,167,0.0060,0,88,0,28
1660,2025-08-11,1,4,2,16,ORD,SFO,118,66,0,1,234,0.0043,0,41,0,21
763,2025-08-07,0,-11,5,10,ORD,PWM,73,51,0,1,166,0.0060,0,30,0,6
4588,2025-08-04,0,-3,2,13,ORD,MDT,58,29,0,1,50,0.0200,0,16,0,0
1599,2025-08-11,0,-1,2,8,ORD,DEN,186,93,0,2,364,0.0055,0,52,0,19
1599,2025-08-11,0,-1,2,8,ORD,DEN,186,93,0,2,364,0.0055,0,52,0,19
1740,2025-08-05,0,-6,3,7,ORD,RSW,976,56,0,1,179,0.0056,0,18,0,12
2232,2025-08-15,0,-4,6,7,ORD,MSP,471,51,0,1,166,0.0060,0,33,0,4
1044,2025-08-15,1,64,6,9,ORD,LAX,984,66,0,1,234,0.0043,0,75,0,12
5045,2025-08-14,1,9,5,16,ORD,RHI,42,29,0,1,50,0.0200,0,28,0,0
845,2025-08-03,1,7,1,21,ORD,GRU,200,155,0,1,318,0.0031,0,227,0,19
1316,2025-08-04,0,-5,2,11,ORD,SRQ,105,43,0,3,126,0.0238,0,18,0,2
1316,2025-08-04,0,-5,2,11,ORD,SRQ,105,43,0,3,126,0.0238,0,18,0,2
5555,2025-08-15,1,72,6,18,ORD,MKE,-45,34,1,1,76,0.0132,0,24,0,9
2137,2025-08-03,0,-2,1,9,ORD,SLC,68,51,0,1,166,0.0060,0,46,0,7
944,2025-08-07,1,5,5,15,ORD,FRA,1560,155,0,2,318,0.0063,0,165,0,31
1834,2025-08-01,1,18,6,11,ORD,TPA,69,51,0,1,166,0.0060,0,46,0,6
2658,2025-08-14,1,64,5,16,ORD,SMF,104,46,0,2,150,0.0133,0,75,0,14
1198,2025-08-06,1,41,4,9,ORD,CUN,103,70,0,2,179,0.0112,0,7,0,4
1291,2025-08-02,1,7,7,21,ORD,IAH,85,62,0,1,200,0.0050,0,104,0,28
4585,2025-08-12,1,6,3,10,ORD,DAY,62,29,0,1,50,0.0200,0,27,0,17
4518,2025-08-14,1,90,5,16,ORD,STL,-12,29,1,1,50,0.0200,0,31,0,0
2483,2025-08-09,1,6,7,10,ORD,IAH,79,62,0,1,179,0.0056,1,87,0,36
5045,2025-08-11,0,-6,2,16,ORD,RHI,42,29,0,1,50,0.0200,0,18,0,4
3,2025-08-05,1,11,3,15,ORD,ZRH,1545,145,0,1,167,0.0060,0,88,0,20
2649,2025-08-04,0,-4,2,14,ORD,EWR,162,64,0,2,176,0.0114,0,28,0,2
2618,2025-08-01,1,4,6,14,ORD,STL,69,43,0,1,126,0.0079,0,89,0,1
3440,2025-08-05,0,-5,3,7,ORD,YYZ,539,42,0,1,76,0.0132,0,12,0,0
5429,2025-08-09,1,73,7,14,ORD,TYS,89,34,0,1,76,0.0132,0,21,0,3
5593,2025-08-14,0,-6,5,8,ORD,MEM,753,34,0,1,76,0.0132,0,13,0,2
1270,2025-08-10,1,6,1,9,ORD,PUJ,97,70,0,1,179,0.0056,0,26,0,6
970,2025-08-14,1,24,5,15,ORD,FCO,160,155,0,1,318,0.0031,1,80,0,21
2628,2025-08-03,1,6,1,21,ORD,BNA,74,43,0,1,126,0.0079,0,59,0,2
1620,2025-08-03,0,-5,1,8,ORD,SEA,577,62,0,1,200,0.0050,0,74,0,17
2040,2025-08-14,0,-1,5,20,ORD,DEN,135,119,0,3,179,0.0168,0,58,0,0
4185,2025-08-07,1,1,5,20,ORD,STL,100,29,0,1,50,0.0200,0,33,0,0
1657,2025-08-12,0,-6,3,7,ORD,LGA,471,51,0,1,166,0.0060,0,15,0,0
1168,2025-08-08,1,24,6,15,ORD,SFO,72,62,0,1,200,0.0050,0,68,0,13
2862,2025-08-11,0,-1,2,10,ORD,IAD,80,56,0,1,179,0.0056,0,62,0,14
1209,2025-08-07,1,54,5,21,ORD,EWR,184,56,0,1,179,0.0056,0,38,0,2
1068,2025-08-08,0,-3,6,8,ORD,IAD,1142,122,0,1,176,0.0057,0,57,0,9
1923,2025-08-07,1,16,5,20,ORD,CID,110,43,0,2,126,0.0159,0,54,0,6
1923,2025-08-07,1,16,5,20,ORD,CID,110,43,0,2,126,0.0159,0,54,0,6
1815,2025-08-13,0,-4,4,10,ORD,MSY,66,46,0,1,150,0.0067,0,16,0,4
1124,2025-08-14,1,5,5,16,ORD,IAH,75,56,0,1,179,0.0056,0,57,0,0
1168,2025-08-08,1,24,6,15,ORD,SFO,72,62,0,1,200,0.0050,0,68,0,13
4416,2025-08-07,1,5,5,18,ORD,STL,64,29,0,1,50,0.0200,0,20,0,13
4584,2025-08-07,1,82,5,20,ORD,TUL,87,29,0,2,50,0.0400,0,25,0,0
1124,2025-08-15,1,53,6,16,ORD,IAH,255,56,0,1,179,0.0056,0,70,0,2
349,2025-08-01,1,15,6,18,ORD,BTV,89,43,0,1,126,0.0079,0,50,0,7
4391,2025-08-04,1,52,2,20,ORD,SGF,71,29,0,1,50,0.0200,0,37,0,10
2487,2025-08-11,1,3,2,21,ORD,PHL,66,51,0,3,166,0.0181,0,22,0,5
2487,2025-08-11,1,3,2,21,ORD,PHL,66,51,0,3,166,0.0181,0,22,0,5
275,2025-08-12,1,24,3,8,ORD,RAP,64,46,0,2,150,0.0133,0,13,0,15
920,2025-08-01,0,-2,6,18,ORD,LHR,1755,145,0,1,167,0.0060,0,23,0,2
4395,2025-08-04,0,-10,2,18,ORD,TVC,65,29,0,1,50,0.0200,0,26,0,8
1363,2025-08-14,0,-5,5,12,ORD,LAX,75,62,0,1,200,0.0050,0,26,0,10
1304,2025-08-15,0,-4,6,11,ORD,LAS,121,56,0,2,179,0.0112,0,32,0,0
2323,2025-08-15,0,-7,6,9,ORD,MCO,86,62,0,1,200,0.0050,0,173,0,28
920,2025-08-04,1,3,2,18,ORD,LHR,1755,145,0,1,167,0.0060,0,18,0,9
3535,2025-08-05,0,-8,3,12,ORD,MSN,57,34,0,1,70,0.0143,0,16,0,11
4584,2025-08-08,1,18,6,20,ORD,TUL,72,29,0,1,50,0.0200,0,33,0,4
5250,2025-08-03,1,244,1,17,ORD,BNA,-154,34,1,2,76,0.0263,0,17,0,0
1756,2025-08-01,1,24,6,21,ORD,YYZ,74,65,0,1,166,0.0060,0,34,0,1
1328,2025-08-04,0,-4,2,9,ORD,SMF,69,56,0,1,179,0.0056,0,60,0,8
5763,2025-08-07,0,-3,5,12,ORD,TUL,47,34,0,1,76,0.0132,0,23,0,14
2378,2025-08-15,0,-9,6,21,ORD,LAX,77,62,0,5,200,0.0250,0,56,0,5
2378,2025-08-15,0,-9,6,21,ORD,LAX,77,62,0,5,200,0.0250,0,56,0,5
5358,2025-08-11,0,-8,2,14,ORD,CAK,72,29,0,1,50,0.0200,0,24,0,0
118,2025-08-13,1,45,4,18,ORD,EDI,90,75,0,4,176,0.0227,0,95,0,34
2378,2025-08-15,0,-9,6,21,ORD,LAX,77,62,0,4,200,0.0200,0,56,0,5
2378,2025-08-15,0,-9,6,21,ORD,LAX,77,62,0,4,200,0.0200,0,56,0,5
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,5,234,0.0214,0,9,0,0
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,5,234,0.0214,0,9,0,0
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,5,234,0.0214,0,9,0,0
2649,2025-08-14,0,-3,5,14,ORD,EWR,162,64,0,1,176,0.0057,0,39,0,26
1387,2025-08-01,0,-1,6,8,ORD,SFO,191,93,0,1,364,0.0027,0,58,0,22
5290,2025-08-07,1,49,5,19,ORD,BOI,50,34,0,1,70,0.0143,0,20,0,5
5360,2025-08-10,1,105,1,13,ORD,MBS,55,29,0,1,50,0.0200,0,12,0,10
1324,2025-08-10,1,72,1,19,ORD,SFO,84,62,0,1,200,0.0050,0,30,0,7
1620,2025-08-12,0,-2,3,8,ORD,SEA,500,62,0,1,200,0.0050,0,42,0,15
1209,2025-08-02,1,23,7,21,ORD,EWR,117,119,1,3,179,0.0168,0,49,0,6
2378,2025-08-08,1,8,6,21,ORD,LAX,77,62,0,2,200,0.0100,0,106,0,9
580,2025-08-05,0,-4,3,16,ORD,PDX,78,56,0,1,179,0.0056,0,84,0,8
310,2025-08-08,0,-1,6,15,ORD,MCI,58,43,0,1,126,0.0079,0,103,0,8
2481,2025-08-01,0,-5,6,18,ORD,SYR,75,46,0,1,150,0.0067,0,71,0,6
1941,2025-08-08,1,12,6,14,ORD,CVG,71,43,0,1,126,0.0079,0,47,0,15
416,2025-08-12,1,48,3,21,ORD,MXP,455,150,0,1,243,0.0041,0,96,0,19
1599,2025-08-04,0,-4,2,8,ORD,DEN,754,87,0,1,364,0.0027,0,61,0,4
1801,2025-08-13,1,4,4,16,ORD,DEN,88,66,0,2,234,0.0085,0,81,0,59
1612,2025-08-01,1,7,6,20,ORD,MEM,104,43,0,1,126,0.0079,0,67,0,21
5593,2025-08-14,0,-6,5,8,ORD,MEM,753,34,0,1,76,0.0132,0,13,0,2
5219,2025-08-03,1,1,1,20,ORD,GRB,115,29,0,1,50,0.0200,0,13,0,0
2200,2025-08-07,1,49,5,21,ORD,SEA,63,51,0,4,166,0.0241,0,49,0,12
2200,2025-08-07,1,49,5,21,ORD,SEA,63,51,0,4,166,0.0241,0,49,0,12
2200,2025-08-07,1,49,5,21,ORD,SEA,63,51,0,4,166,0.0241,0,49,0,12
2011,2025-08-11,1,12,2,8,ORD,YVR,67,60,0,1,150,0.0067,0,68,0,4
1659,2025-08-10,1,1,1,10,ORD,CUN,80,70,0,4,179,0.0223,0,10,0,1
1659,2025-08-10,1,1,1,10,ORD,CUN,80,70,0,4,179,0.0223,0,10,0,1
1525,2025-08-02,0,-3,7,13,ORD,AUS,79,43,0,1,126,0.0079,0,43,0,9
2090,2025-08-04,0,-1,2,7,ORD,MIA,83,60,0,1,166,0.0060,0,6,0,5
1387,2025-08-02,1,3,7,8,ORD,SFO,759,87,0,1,364,0.0027,0,121,0,36
2488,2025-08-12,0,-7,3,12,ORD,LGA,67,51,0,2,166,0.0120,0,2,0,0
2189,2025-08-04,1,14,2,13,ORD,LGA,29,51,1,1,166,0.0060,0,2,0,9
777,2025-08-13,1,20,4,19,ORD,LAS,79,56,0,2,179,0.0112,0,27,0,0
1421,2025-08-03,0,-4,1,7,ORD,FLL,635,62,0,1,200,0.0050,0,10,0,11
4638,2025-08-07,1,12,5,19,ORD,COS,50,34,0,2,76,0.0263,0,29,0,10
1144,2025-08-15,1,174,6,19,ORD,ONT,-35,51,1,1,166,0.0060,0,26,0,4
2090,2025-08-07,0,-4,5,7,ORD,MIA,1389,51,0,1,166,0.0060,0,11,0,20
4390,2025-08-06,0,-4,4,14,ORD,CHA,54,29,0,1,50,0.0200,0,19,0,0
1328,2025-08-04,0,-4,2,9,ORD,SMF,69,56,0,1,179,0.0056,0,60,0,8
767,2025-08-14,0,-5,5,21,ORD,DEN,67,62,0,1,200,0.0050,0,40,0,4
1113,2025-08-12,0,-4,3,11,ORD,ALB,65,51,0,1,166,0.0060,0,34,0,12
1710,2025-08-08,1,1,6,19,ORD,SMF,104,60,0,2,166,0.0120,0,83,0,22
2465,2025-08-05,1,69,3,11,ORD,ORF,-47,56,1,1,179,0.0056,0,60,0,9
563,2025-08-15,0,-7,6,7,ORD,EWR,491,62,0,3,200,0.0150,0,18,0,13
2417,2025-08-11,1,5,2,16,ORD,SAN,78,56,0,1,179,0.0056,0,43,0,2
1492,2025-08-07,1,56,5,21,ORD,CMH,11,51,1,2,166,0.0120,0,46,0,10
399,2025-08-13,0,-3,4,11,ORD,BOS,91,51,0,1,166,0.0060,0,32,0,1
2481,2025-08-03,1,4,1,18,ORD,SYR,86,46,0,1,150,0.0067,0,54,0,8
1655,2025-08-15,1,36,6,18,ORD,DCA,70,46,0,1,150,0.0067,0,37,0,0
4173,2025-08-06,0,-6,4,13,ORD,AVL,112,29,0,1,50,0.0200,0,15,0,6
1785,2025-08-07,1,9,5,16,ORD,EWR,111,56,0,1,179,0.0056,0,18,0,7
5290,2025-08-04,1,104,2,19,ORD,BOI,252,34,0,4,76,0.0526,0,25,0,8
1414,2025-08-08,0,-3,6,8,ORD,BOI,42,46,1,1,150,0.0067,0,26,0,15
907,2025-08-08,1,45,6,18,ORD,FRA,125,155,1,1,318,0.0031,0,172,0,21
1124,2025-08-15,1,53,6,16,ORD,IAH,255,56,0,1,179,0.0056,0,70,0,2
5272,2025-08-08,0,-5,6,10,ORD,MSN,165,29,0,1,50,0.0200,0,12,0,4
1580,2025-08-08,1,79,6,19,ORD,YVR,90,65,0,1,166,0.0060,0,25,0,6
5699,2025-08-06,0,-6,4,18,ORD,SAV,79,34,0,1,76,0.0132,0,23,0,0
1363,2025-08-14,0,-5,5,12,ORD,LAX,75,62,0,1,200,0.0050,0,26,0,10
580,2025-08-10,1,44,1,16,ORD,PDX,78,56,0,1,179,0.0056,0,70,0,8
2148,2025-08-14,1,13,5,19,ORD,SAT,60,46,0,2,150,0.0133,0,37,0,5
2343,2025-08-08,0,-1,6,14,ORD,IND,66,56,0,1,179,0.0056,0,47,0,2
1502,2025-08-13,0,-3,4,14,ORD,RDU,74,56,0,3,179,0.0168,0,63,0,2
972,2025-08-03,1,30,1,17,ORD,BRU,410,155,0,5,318,0.0157,0,238,0,36
1097,2025-08-09,1,1,7,11,ORD,DCA,105,43,0,1,126,0.0079,0,34,0,6
3493,2025-08-14,0,-1,5,21,ORD,DTW,60,34,0,1,76,0.0132,0,37,0,9
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,1,234,0.0043,0,9,0,0
5859,2025-08-14,0,-6,5,7,ORD,BZN,870,34,0,1,76,0.0132,0,4,0,2
2148,2025-08-14,1,13,5,19,ORD,SAT,60,46,0,1,150,0.0067,0,37,0,5
5420,2025-08-02,1,3,7,15,ORD,MLI,69,29,0,1,50,0.0200,0,21,0,0
1270,2025-08-10,1,6,1,9,ORD,PUJ,97,70,0,1,179,0.0056,0,26,0,6
1660,2025-08-11,1,4,2,16,ORD,SFO,118,66,0,1,234,0.0043,0,41,0,21
2414,2025-08-09,0,-1,7,10,ORD,BNA,867,43,0,1,126,0.0079,0,18,0,4
343,2025-08-13,0,-6,4,10,ORD,SFO,58,46,0,1,150,0.0067,0,29,0,12
2343,2025-08-08,0,-1,6,14,ORD,IND,66,56,0,1,179,0.0056,0,47,0,2
5253,2025-08-15,1,1,6,19,ORD,FCA,47,34,0,1,76,0.0132,0,24,0,0
2343,2025-08-01,1,9,6,14,ORD,IND,87,56,0,1,179,0.0056,0,79,0,4
3421,2025-08-14,0,-2,5,7,ORD,ROC,764,34,0,1,76,0.0132,0,21,0,11
3568,2025-08-03,0,-2,1,10,ORD,YYZ,75,42,0,1,76,0.0132,0,10,0,10
1634,2025-08-12,1,203,3,14,ORD,IAD,77,56,0,1,179,0.0056,0,73,0,9
1502,2025-08-02,0,-7,7,14,ORD,RDU,62,56,0,2,179,0.0112,0,59,0,8
4186,2025-08-01,0,-3,6,20,ORD,MLI,85,29,0,1,50,0.0200,0,32,0,0
4474,2025-08-01,0,-9,6,7,ORD,AVL,669,29,0,2,50,0.0400,0,10,0,0
275,2025-08-12,1,24,3,8,ORD,RAP,64,46,0,2,150,0.0133,0,13,0,15
467,2025-08-06,0,-1,4,14,ORD,CMH,64,43,0,1,126,0.0079,0,57,0,0
953,2025-08-09,1,25,7,18,ORD,MUC,255,150,0,1,243,0.0041,0,135,0,18
5344,2025-08-07,0,-6,5,11,ORD,MBS,70,29,0,1,50,0.0200,0,26,0,3
2394,2025-08-09,1,34,7,18,ORD,DEN,124,66,0,1,234,0.0043,0,60,0,8
310,2025-08-06,1,22,4,15,ORD,MCI,59,43,0,1,126,0.0079,0,52,0,4
378,2025-08-12,1,7,3,13,ORD,LAX,73,62,0,1,200,0.0050,0,75,0,27
2609,2025-08-04,0,-10,2,9,ORD,SNA,87,43,0,1,126,0.0079,0,10,0,0
714,2025-08-05,0,-5,3,18,ORD,MDT,68,43,0,1,126,0.0079,0,57,0,3
1793,2025-08-02,1,4,7,8,ORD,MSP,65,56,0,1,179,0.0056,0,86,0,6
1006,2025-08-14,1,6,5,18,ORD,LGA,64,51,0,1,166,0.0060,0,28,0,0
1996,2025-08-01,0,-1,6,8,ORD,SJU,71,62,0,3,200,0.0150,0,35,0,10
1996,2025-08-01,0,-1,6,8,ORD,SJU,71,62,0,3,200,0.0150,0,35,0,10
972,2025-08-12,1,13,3,17,ORD,BRU,155,155,1,4,318,0.0126,0,278,0,53
2666,2025-08-10,0,-4,1,5,ORD,DEN,515,62,0,1,200,0.0050,0,22,0,3
1801,2025-08-13,1,4,4,16,ORD,DEN,88,66,0,1,234,0.0043,0,81,0,59
118,2025-08-13,1,45,4,18,ORD,EDI,90,75,0,1,176,0.0057,0,95,0,34
5427,2025-08-05,0,-6,3,9,ORD,PIA,165,29,0,3,50,0.0600,0,26,0,0
5427,2025-08-05,0,-6,3,9,ORD,PIA,165,29,0,3,50,0.0600,0,26,0,0
534,2025-08-03,0,-5,1,17,ORD,EWR,76,62,0,1,200,0.0050,0,10,0,4
1224,2025-08-03,0,-8,1,6,ORD,LAX,377,56,0,4,179,0.0223,0,16,0,9
